customer_id,company_name,email,contact_name,signup_date,tier
SC-149,LexCorp CLOUD#65,saas148@tech.com,Sam Jack,12/24/2026,paid
SC-150,Black Mesa CLOUD#66,SAAS149@CLOUD.IO,Guo Zhao,18-03-2023,FREE
SC-151,  Hooli CLOUD#67  ,saas150@cloud.io,  David Wu  ,03-02-2026,free
SC-152,TYRELL CORP CLOUD#68,SAAS151@TECH.COM,  Zhao Mona  ,07-04-2022,free
SC-153,  Initech CLOUD#69  ,saas152@tech.com,Olive Nick,09/13/2023,FREE
SC-154,WONKA CLOUD#70,saas153@digital.net,QUINN HU,08/05/2023,FREE
SC-155,blue sun cloud#71,  saas154@cloud.io  ,  Grace Wang  ,18-03-2026,paid
SC-156,  Umbrella Co CLOUD#72  ,SAAS155@CLOUD.IO,Zane Sun,2023-12-13,FREE
SC-157,Vandelay CLOUD#73,saas156@tech.com,PAUL UMAR,14-06-2026,PAID
SC-158,Initech CLOUD#74,SAAS157@DIGITAL.NET,eve quinn,2023-02-07,PAID
SC-159,  LexCorp CLOUD#75  ,SAAS158@TECH.COM,Nick Quinn,05/17/2022,paid
SC-160,black mesa cloud#76,SAAS159@TECH.COM,Vera Vera,2023-06-11,FREE
SC-161,PIED PIPER CLOUD#77,saas160@tech.com,WU EVE,2024-11-18,free
SC-162,Wayne Enterprises CLOUD#78,saas161@cloud.io,Henry Hu,2026-01-21,free
SC-163,Umbrella Co CLOUD#79,saas162@digital.net,BOB CAROL,05/21/2023,free
SC-164,Cyberdyne CLOUD#80,saas163@tech.com,  Eve Eve  ,2025-03-21,paid
SC-165,Weyland-Yutani CLOUD#81,saas164@digital.net,Zhang Liu,02/06/2021,FREE
SC-166,  Tyrell Corp CLOUD#82  ,SAAS165@CLOUD.IO,Eve Sun,10/04/2022,free
SC-167,Cyberdyne CLOUD#0,  saas166@digital.net  ,Guo Mona,16-08-2022,PAID
SC-168,massive dynamic cloud#1,saas167@cloud.io,Leo Hu,05/01/2021,FREE
SC-169,VANDELAY CLOUD#2,SAAS168@DIGITAL.NET,  Zhou Henry  ,2025-02-11,free
SC-170,Initech CLOUD#3,SAAS169@DIGITAL.NET,Alice Chen,12-04-2023,FREE
SC-171,Cyberdyne CLOUD#4,saas170@cloud.io,Sun Mona,2026-07-27,PAID
SC-172,Aperture CLOUD#5,SAAS171@TECH.COM,Quinn Henry,07/14/2026,FREE
SC-173,Wonka CLOUD#6,saas172@tech.com,Quinn Yuki,2022-11-13,paid
SC-174,WONKA CLOUD#7,SAAS173@CLOUD.IO,Tina Umar,2024-07-17,PAID
SC-175,Weyland-Yutani CLOUD#8,SAAS174@DIGITAL.NET,Xu Rose,2024-07-10,FREE
SC-176,Pied Piper CLOUD#9,  saas175@cloud.io  ,Olive Karen,2024-10-15,FREE
SC-177,hooli cloud#10,saas176@digital.net,xu karen,06/02/2021,paid
SC-178,Blue Sun CLOUD#11,saas177@cloud.io,wu xavier,2022-07-19,PAID
SC-179,CYBERDYNE CLOUD#12,saas178@digital.net,Zhou Henry,02/27/2021,FREE
SC-180,STARK INDUSTRIES CLOUD#13,saas179@tech.com,Tina Eve,25-05-2024,PAID
SC-181,DUNDER MIFFLIN CLOUD#14,saas180@cloud.io,HENRY HENRY,03/05/2025,free
SC-182,  Initech CLOUD#15  ,saas181@cloud.io,Wu Leo,2024-05-27,paid
SC-183,Black Mesa CLOUD#16,saas182@cloud.io,Nick Tina,04-07-2025,paid
SC-184,globex cloud#17,saas183@cloud.io,  Zane Hu  ,10/23/2025,paid
SC-185,  Wayne Enterprises CLOUD#18  ,SAAS184@TECH.COM,  Lin Sam  ,06/24/2024,free
SC-186,Wayne Enterprises CLOUD#19,saas185@digital.net,Nick Frank,2022-02-22,FREE
SC-187,STARK INDUSTRIES CLOUD#20,saas186@digital.net,Ivy Wu,06/22/2026,PAID
SC-188,dunder mifflin cloud#21,saas187@tech.com,  Alice David  ,2026-05-26,free
SC-189,Pied Piper CLOUD#22,SAAS188@CLOUD.IO,  Li Wu  ,10/13/2021,PAID
SC-190,Wayne Enterprises CLOUD#23,  saas189@digital.net  ,Lin Sam,09/12/2022,FREE
SC-191,Blue Sun CLOUD#24,  saas190@digital.net  ,Zhang Wu,05/09/2024,paid
SC-192,WONKA CLOUD#25,SAAS191@DIGITAL.NET,PAUL WU,02-11-2024,PAID
SC-193,Umbrella Co CLOUD#26,saas192@cloud.io,zhao mona,11/17/2021,FREE
SC-194,Wonka CLOUD#27,SAAS193@CLOUD.IO,Liu Hu,2023-08-14,paid
SC-195,  Vandelay CLOUD#28  ,  saas194@cloud.io  ,hu sun,2025-06-24,paid
SC-196,PIED PIPER CLOUD#29,  saas195@cloud.io  ,Henry Nick,03-05-2026,paid
SC-197,HOOLI CLOUD#30,saas196@digital.net,WENDY KAREN,01/18/2022,free
SC-198,Aperture CLOUD#31,saas197@digital.net,Umar Nick,2022-11-10,paid
SC-199,Tyrell Corp CLOUD#32,  saas198@cloud.io  ,SUN XAVIER,2023-10-23,FREE
SC-200,Acme Corp CLOUD#33,saas199@digital.net,Chen Alice,22-01-2023,FREE
SC-201,  Umbrella Co CLOUD#34  ,saas200@digital.net,UMAR GUO,2022-09-11,PAID
SC-202,Acme Corp CLOUD#35,saas201@digital.net,Wu Leo,2026-05-07,PAID
SC-203,Vandelay CLOUD#36,saas202@cloud.io,ZHANG UMAR,2024-07-19,free
SC-204,Vandelay CLOUD#37,saas203@cloud.io,Wang Rose,04/03/2022,free
SC-205,Dunder Mifflin CLOUD#38,  saas204@tech.com  ,WU ALICE,2025-12-07,free
SC-206,oscorp cloud#39,saas205@digital.net,  Wu Lin  ,13-07-2025,free
SC-207,LexCorp CLOUD#40,saas206@cloud.io,  Lin Wendy  ,01/03/2021,free
SC-208,  Oscorp CLOUD#41  ,  saas207@cloud.io  ,liu rose,12/11/2024,FREE
SC-209,  Pied Piper CLOUD#42  ,SAAS208@TECH.COM,Leo Guo,02/19/2021,FREE
SC-210,Dunder Mifflin CLOUD#43,  saas209@digital.net  ,xavier liu,09/01/2022,PAID
SC-211,  Cyberdyne CLOUD#44  ,SAAS210@DIGITAL.NET,Karen Karen,09/28/2021,paid
SC-212,Cyberdyne CLOUD#45,  saas211@cloud.io  ,DAVID SUN,11/25/2021,PAID
SC-213,Dunder Mifflin CLOUD#46,  saas212@cloud.io  ,  Wu Guo  ,2022-11-12,free
SC-214,  Acme Corp CLOUD#47  ,saas213@cloud.io,tina xavier,2021-11-19,PAID
SC-215,hooli cloud#48,  saas214@digital.net  ,  Alice Wu  ,2023-05-26,PAID
SC-216,Wonka CLOUD#49,saas215@digital.net,Sun Li,26-11-2022,FREE
SC-217,Aperture CLOUD#50,  saas216@tech.com  ,Sam Ivy,11/18/2026,PAID
SC-218,Hooli CLOUD#51,saas217@cloud.io,Chen Lin,2021-03-20,paid
SC-219,Black Mesa CLOUD#52,saas218@tech.com,Xu David,2023-03-20,PAID
SC-220,Globex CLOUD#53,  saas219@tech.com  ,CAROL WU,2026-04-04,paid
SC-221,Pied Piper CLOUD#54,saas220@digital.net,Wu Carol,2021-04-17,paid
SC-222,  Oscorp CLOUD#55  ,saas221@cloud.io,Zhang Liu,02/19/2024,free
SC-223,  Blue Sun CLOUD#56  ,  saas222@tech.com  ,Sam Mona,2022-12-02,paid
SC-224,dunder mifflin cloud#57,saas223@digital.net,  Frank Carol  ,2024-06-06,paid
SC-225,hooli cloud#58,SAAS224@TECH.COM,Xavier Sam,2025-03-12,paid
SC-226,Umbrella Co CLOUD#59,saas225@cloud.io,GUO WU,05/21/2021,PAID
SC-227,Umbrella Co CLOUD#60,saas226@digital.net,Grace Eve,2024-03-14,paid
SC-228,Umbrella Co CLOUD#61,saas227@cloud.io,umar olive,2024-11-19,PAID
SC-229,WEYLAND-YUTANI CLOUD#62,saas228@tech.com,  Yuki Henry  ,18-04-2025,FREE
SC-230,Vandelay CLOUD#63,  saas229@tech.com  ,Zhou Wendy,2024-02-25,free
SC-231,Globex CLOUD#64,saas230@cloud.io,Wu Tina,11/28/2022,FREE
SC-232,aperture cloud#65,saas231@cloud.io,WANG QUINN,07/22/2021,paid
SC-233,  Tyrell Corp CLOUD#66  ,saas232@cloud.io,  Wu Olive  ,2023-10-12,PAID
SC-234,Blue Sun CLOUD#67,  saas233@digital.net  ,Wang Zhao,2024-07-13,FREE
SC-235,VANDELAY CLOUD#68,saas234@tech.com,Hu David,21-10-2022,paid
SC-236,  Acme Corp CLOUD#69  ,SAAS235@DIGITAL.NET,WANG NICK,2024-03-09,FREE
SC-237,Wayne Enterprises CLOUD#70,saas236@digital.net,  Lin Yuki  ,2021-04-08,PAID
SC-238,VANDELAY CLOUD#71,saas237@cloud.io,Paul Frank,2025-01-16,free
SC-239,Oscorp CLOUD#72,saas238@digital.net,Wang Sam,10-04-2023,paid
SC-240,GLOBEX CLOUD#73,SAAS239@DIGITAL.NET,ivy zhao,01-04-2025,free
SC-241,INITECH CLOUD#74,  saas240@tech.com  ,Zhao Vera,10-04-2023,FREE
SC-242,Stark Industries CLOUD#75,saas241@cloud.io,XAVIER WENDY,2021-09-12,FREE
SC-243,weyland-yutani cloud#76,saas242@tech.com,Rose Bob,2025-09-06,paid
SC-244,  Oscorp CLOUD#77  ,saas243@cloud.io,  Nick Hu  ,2023-12-12,FREE
SC-245,Oscorp CLOUD#78,SAAS244@TECH.COM,Olive Bob,06/25/2026,PAID
SC-246,  Massive Dynamic CLOUD#79  ,saas245@tech.com,Bob Henry,20-01-2022,PAID
SC-247,LEXCORP CLOUD#80,SAAS246@DIGITAL.NET,  Wu Frank  ,2023-12-27,FREE
SC-248,Wonka CLOUD#81,saas247@tech.com,Tina Chen,06-08-2023,paid
SC-249,  Weyland-Yutani CLOUD#82  ,SAAS248@CLOUD.IO,EVE ZHANG,2025-01-05,FREE
SC-250,Acme Corp CLOUD#0,SAAS249@TECH.COM,KAREN ZANE,2025-03-09,PAID
SC-251,Initech CLOUD#1,saas250@digital.net,Frank Hu,26-01-2025,paid
SC-252,WAYNE ENTERPRISES CLOUD#2,  saas251@digital.net  ,Lin Vera,22-07-2025,FREE
SC-253,  Wayne Enterprises CLOUD#3  ,saas252@cloud.io,wendy grace,10/13/2024,free
SC-254,Initech CLOUD#4,SAAS253@CLOUD.IO,Wang Carol,2021-06-26,FREE
SC-255,Stark Industries CLOUD#5,saas254@digital.net,alice zhou,07/10/2021,paid
SC-256,CYBERDYNE CLOUD#6,saas255@cloud.io,LIN ZHOU,2024-07-05,FREE
SC-257,LexCorp CLOUD#7,saas256@cloud.io,Bob Quinn,14-11-2026,FREE
SC-258,acme corp cloud#8,saas257@cloud.io,BOB YUKI,08/26/2024,FREE
SC-259,  Wonka CLOUD#9  ,saas258@digital.net,  Jack Zane  ,2026-03-04,paid
SC-260,  Pied Piper CLOUD#10  ,  saas259@tech.com  ,Rose Li,04/28/2021,FREE
SC-261,  Cyberdyne CLOUD#11  ,SAAS260@TECH.COM,HU TINA,01/03/2025,free
SC-262,Blue Sun CLOUD#12,saas261@tech.com,  Li Mona  ,2021-12-14,paid
SC-263,Globex CLOUD#13,  saas262@digital.net  ,jack wu,12/13/2023,paid
SC-264,  Massive Dynamic CLOUD#14  ,saas263@digital.net,QUINN XAVIER,2022-06-11,free
SC-265,Hooli CLOUD#15,saas264@digital.net,Carol Ivy,12/12/2024,FREE
SC-266,black mesa cloud#16,saas265@cloud.io,Wang Carol,20-09-2024,paid
SC-267,Vandelay CLOUD#17,  saas266@tech.com  ,Mona Quinn,2021-12-10,PAID
SC-268,DUNDER MIFFLIN CLOUD#18,saas267@digital.net,lin vera,05-11-2021,free
SC-269,  Wayne Enterprises CLOUD#19  ,saas268@tech.com,Tina Liu,2021-08-12,free
SC-270,STARK INDUSTRIES CLOUD#20,saas269@digital.net,Grace Yuki,04/27/2026,paid
SC-271,Vandelay CLOUD#21,saas270@cloud.io,Henry Lin,11/11/2023,PAID
SC-272,Blue Sun CLOUD#22,saas271@cloud.io,Wendy Chen,16-06-2021,free
SC-273,Pied Piper CLOUD#23,  saas272@cloud.io  ,Liu Yuki,09/04/2022,free
SC-274,Blue Sun CLOUD#24,saas273@digital.net,Alice Henry,2021-10-22,PAID
SC-275,Initech CLOUD#25,saas274@tech.com,zhao wang,2022-02-25,FREE
SC-276,Aperture CLOUD#26,SAAS275@CLOUD.IO,WENDY LIN,06/22/2024,FREE
SC-277,DUNDER MIFFLIN CLOUD#27,SAAS276@TECH.COM,WU NICK,26-11-2021,free
SC-278,Acme Corp CLOUD#28,  saas277@tech.com  ,Olive Guo,2023-07-12,free
SC-279,  Blue Sun CLOUD#29  ,saas278@tech.com,Carol Wu,25-07-2023,FREE
SC-280,  Wayne Enterprises CLOUD#30  ,saas279@digital.net,Ivy Zane,2024-09-21,PAID
SC-281,MASSIVE DYNAMIC CLOUD#31,  saas280@cloud.io  ,Li Liu,24-01-2023,PAID
SC-282,Cyberdyne CLOUD#32,  saas281@cloud.io  ,GUO DAVID,2022-10-04,free
SC-283,Umbrella Co CLOUD#33,saas282@digital.net,Zhou Grace,05/10/2023,PAID
SC-284,Oscorp CLOUD#34,SAAS283@CLOUD.IO,BOB WU,2024-04-02,FREE
SC-285,  Black Mesa CLOUD#35  ,saas284@digital.net,Liu Ivy,2021-06-28,paid
SC-286,Tyrell Corp CLOUD#36,saas285@cloud.io,  Yuki Frank  ,2024-05-02,paid
SC-287,Oscorp CLOUD#37,saas286@digital.net,HENRY HENRY,09-01-2024,paid
SC-288,  Wayne Enterprises CLOUD#38  ,  saas287@digital.net  ,  Vera Zane  ,12/02/2026,free
SC-289,CYBERDYNE CLOUD#39,SAAS288@DIGITAL.NET,NICK LEO,2025-10-04,free
SC-290,UMBRELLA CO CLOUD#40,saas289@tech.com,guo paul,09-02-2021,paid
SC-291,Umbrella Co CLOUD#41,saas290@tech.com,Zhang Wu,2024-09-02,paid
SC-292,Black Mesa CLOUD#42,saas291@tech.com,  Mona Zhao  ,02-04-2021,PAID
SC-293,Oscorp CLOUD#43,saas292@cloud.io,Wu Lin,2021-03-06,free
SC-294,  Acme Corp CLOUD#44  ,saas293@tech.com,wu wu,2024-05-01,paid
SC-295,Initech CLOUD#45,SAAS294@DIGITAL.NET,Hu Xavier,16-12-2022,free
SC-296,Initech CLOUD#46,SAAS295@TECH.COM,Alice Henry,2022-09-05,free
SC-297,  Stark Industries CLOUD#47  ,  saas296@cloud.io  ,ZHAO HENRY,2026-07-18,FREE
SC-298,  Hooli CLOUD#48  ,saas297@digital.net,Zhao Eve,07-06-2021,paid
SC-299,Tyrell Corp CLOUD#49,saas298@tech.com,David Ivy,2026-04-28,free
